,Intercept,C(mvac)[T.True],C(csc)[T.True],C(mvac)[T.True]:C(csc)[T.True],collection_day,Intercept RE
y439,6.930169242639947e-10,0.7582143713723964,0.06209593992927983,0.8232582887213695,0.4017668604146759,4.3120070683140676e-05
y440,7.851938588359875e-11,0.829079858209512,0.005618470347239082,0.4594925195617584,0.00018637450873178026,0.0001681931579917751
y441,2.590655298285332e-15,0.37164465588079976,0.5557160568272757,0.6750771181579805,0.012641966076813185,2.201920615009102e-05
y442,1.8705758408055726e-17,0.12882547118280524,0.005643316151951409,0.19625476184275947,1.6894132389803985e-05,0.00024358901417838826
y443,4.898791029275407e-07,0.4756235696454755,0.36553690933671434,0.43044043761437945,0.006186241040686442,0.999998970897747
y444,2.416947173008684e-10,0.16865843060112373,0.06919355523991122,0.7395117513311185,0.00590935309976219,9.220514247622799e-05
y445,2.1705400717973233e-93,0.5966383542631056,0.5365608590197762,0.6006252513196338,0.003723331952283838,0.005035477918256898
y446,1.400643401816299e-19,0.2837011046177601,0.21047621383401416,0.24890691512781138,1.110272347754739e-12,0.00012052388531426504
y447,6.697722410981262e-22,0.4503711365545775,0.1092373426883979,0.4397844219091155,0.004332040498748113,3.912173351273104e-05
y448,2.714641952566914e-21,0.2365166505513513,0.012728343857117031,0.7866860262490599,0.0009499167799467716,0.002156070473647662
y449,7.259872620703463e-07,0.2577156140023821,0.24824952444421955,0.7760881093700932,0.12899890038699963,8.556638739873423e-05
y450,7.350588295297784e-19,0.16947988614935805,0.7096543425478583,0.8826053358766816,0.26776359821911244,0.00015256796567111508
y451,0.0004971705849125776,0.8167322789330892,0.00440399905558342,0.39553949408547395,4.071945489723544e-16,0.0001372575390226365
y452,1.8198017525956606e-13,0.5627513519246932,0.2539575382197333,0.6918042757931542,3.2094833070222195e-18,2.8331895150815604e-06
y453,1.4579963660908773e-05,0.39271670216099575,0.8739307538415328,0.8789203648352673,0.4487202955500217,2.5292392639862075e-05
y454,7.640249616326037e-05,0.8318763662606119,0.6714471757405239,0.7460773319866927,1.4894723247187871e-05,2.7412140309116343e-05
y455,1.708953495544707e-06,0.6442525120806184,0.48026249734860693,0.5422176046940756,6.611828684206859e-11,3.252883058933455e-06
y456,4.146446706883899e-25,0.3816910394797385,0.3433706324038127,0.9289538463024838,2.1367744858284262e-08,8.728005281684725e-06
y457,2.506059042026533e-13,0.3745933342153712,0.10753170559521083,0.5670671744062847,0.03102199642103289,0.00028134730892450483
y458,0.2880695082644198,0.9064337570318608,0.7060839546128119,0.7697216949102835,0.6690297073871692,0.9999983613640577
y459,4.90557837304241e-44,0.8795108991275981,0.010983683098086793,0.5721369541336174,0.8062989842007166,0.999996602333321
y460,0.0064043822838692295,0.16204689733807176,0.9930418027162325,0.2184063437902275,0.09990094542908914,6.097740786172006e-05
y461,0.10042940032163196,0.01883964377790278,0.496748939888087,0.013663113973937376,0.8687636283037022,7.733225540083598e-05
y462,0.00012227242209003828,0.39227145871880453,0.7804703489958923,0.6524944043561854,0.07368336517136974,7.660443586712354e-05
y463,0.5502313018412482,0.009792957840594651,0.15781976778004014,0.01603807634080295,0.6127729914721178,0.9999825306576781
y464,4.842527859001596e-19,0.9145628862078558,0.13625705627139936,0.7163786461795019,2.6007218554252045e-05,4.534607743424083e-06
y465,0.001559989662657526,0.7736032161619334,0.9468312062649796,0.8984979475739847,0.9508026947637447,0.016817847069491108
y466,3.5141674051916683e-06,0.31808953566840914,0.07672528520754104,0.6439726440614589,7.288326869631377e-11,0.0004899169694708141
y467,0.1252804425749955,0.6453175852414423,0.8739658674445685,0.5343845453904651,4.255513398585853e-08,0.9999742326140766
y468,3.558421509095233e-17,0.348994940679221,0.6433453786495729,0.8366363585838861,0.8701867101205056,1.5902936633782294e-05
y469,6.508488640836434e-05,0.6273844097714556,0.22626404067021533,0.8788891746748277,1.3068122968929788e-09,1.5460692914420653e-05
y470,0.041632927060139026,0.45994446818434465,0.42507749120923155,0.22949079379081228,0.0004172309955134773,0.004842870450762156
y471,2.1583847832604126e-08,0.1323206945914721,0.5152666733243368,0.2395000642040377,5.196755711429816e-05,2.5162495192965156e-06
y472,0.09358548591254733,0.5798209885281163,0.36730454409582813,0.49280556457708513,0.2781313200171568,2.826851469805042e-06
y473,7.345406248811021e-07,0.9459595413100768,0.08911478762288882,0.6731457579006057,0.016504231427380223,0.00012233468423507307
y474,0.003968867415867448,0.18078581081274503,0.18083552393444702,0.21392981079518414,0.0671276541935604,4.547070406162805e-05
y475,3.8998239700866405e-17,0.3556726928776247,0.7427031961711072,0.4458706292521952,0.03170284234803676,0.0005286170436804121
y476,0.0401693022964656,0.8863796757587585,0.3756299677046777,0.4254994329945403,0.9469339326708228,0.9999690825494897
y477,0.02848832275784392,0.8539800084176239,0.13187704413426962,0.2480519571138161,1.5351968346935109e-09,0.000368699134696006
y478,0.48723921080198584,0.2933167556522325,0.24914591465212022,0.615376023193996,0.8660002133567226,2.506350663414007e-05
y479,4.962232339414185e-08,0.8955866084522429,0.381700840490246,0.8165691206408715,2.4545650817611778e-14,0.00043476065761284327
y480,9.774177905436923e-12,0.49091349123155936,0.27970410432299175,0.54260045069724,1.4615442277498586e-20,7.590584541576396e-06
y481,0.00039465124154302694,0.5559416452926168,0.7522746818826187,0.6513055285655149,0.005978106723916747,4.358808672345648e-06
y482,6.139937291478464e-53,0.18938546280125745,0.08043924487187963,0.24688136259698368,0.1230227432022246,0.9998496003376549
y483,0.8282010246669855,0.671823378032276,0.365259014119636,0.7270704842558238,0.4341251818590015,0.9999384647756896
y484,6.370433359340113e-06,0.058842962865376235,0.34596958933383415,0.039203945212470045,0.31356561221736046,2.8083681464496387e-05
y485,0.05111611858729834,0.3847761797907703,0.9998790606836879,0.8931141202941129,0.04934290719000079,0.00019784550212693607
y486,0.11245746376786406,0.21159037074015863,0.6501996019799083,0.3301644269870365,0.29803945583243685,0.3561675843787492
y487,0.16013052685313323,0.07373500689635439,0.62793644205504,0.4127487193347432,0.017476554841845956,1.4723072280467948e-05
y488,3.695536067930505e-47,0.14434344837875926,0.24870260285123258,0.5857664541152219,2.1578447187254785e-09,3.3985482849361074e-05
y489,0.8191934490747382,0.7573742220251595,0.0007909251259459732,0.4035547231142924,2.3089525648039922e-09,8.151192499145898e-05
y490,3.2922313689772092e-34,0.6036617486280439,0.7238757996985354,0.24065191003318598,0.011548547355948636,0.015231770681779607
y491,0.2668565445332892,0.2707884647745209,0.35577455307317796,0.18502430432875372,0.6122537135591198,0.0008447472095544072
y492,0.0011510023921641364,0.7427141404390287,0.14887733312534612,0.8798498158763104,4.0383214318337474e-05,0.0036690361419948947
y493,0.004002698667978278,0.1424536851500325,0.655439073677677,0.836718412360024,0.5307977130807751,0.0021287924192906742
y494,4.380779659164214e-79,0.9414449886441693,0.5274940762518898,0.10536302550646875,0.03832003835867037,0.0001545431486214504
y495,1.3390918934134228e-10,0.9439382221069543,0.28183712818526574,0.822772503743398,6.490981783155816e-05,1.83031015224704e-05
y496,1.7351629971977725e-05,0.4520940818336293,0.17695038999263724,0.7366606429030648,0.01235401591253764,0.0009370491783539089
y497,8.695957352127019e-128,0.8432652407598723,0.9777513643118099,0.31420878356918935,0.07523531820103707,0.9999358382794006
y498,0.03218591278836979,0.013858395707370979,0.016945356275303598,0.11567588337294882,0.9431093910483755,4.8230490543551916e-05
y499,9.868864525153823e-25,0.01521087786526553,0.16646185833402205,0.7510593226251183,1.9107242049243623e-05,5.744910034963039e-05
y500,0.0026122819819260983,0.8952537155902852,0.8446743492047097,0.933015566558483,0.0013513859976405445,1.6730257879387126e-05
y501,0.7806513862746056,0.70454071530179,0.0061952231927216396,0.384347197598788,3.795081990632901e-15,0.00011221811796836923
y502,1.1181834362207047e-32,0.7236420420954242,0.03122438026917868,0.12820411031049594,8.708791631038004e-07,1.2017959967584904e-05
y503,0.6599288445260172,0.31334143762655076,0.01315149367649349,0.09873041595522547,0.9988892500724514,0.01504089073431575
y504,0.4112828757785443,0.8742118129097644,0.027497809376340252,0.21319181755929162,1.1022513920298176e-12,4.664360470132689e-05
y505,3.77628745655538e-49,0.0887145296345911,0.664455267171082,0.4599919730302118,0.06372987571683723,0.00023870411266585146
y506,1.14068797511313e-22,0.4328723643499117,0.4688336417309741,0.9444725203607802,7.130086049183387e-05,0.0003311860060206642
y507,2.697084856083404e-14,0.31268031743275004,0.18974246674067718,0.7666774193967472,0.0695260141286031,6.3302816697734864e-06
y508,0.24795631910543858,0.9452880751993537,0.9408889089085033,0.23476827274714984,0.0023601841065512435,0.00068868206347003
y509,6.785678590753294e-32,0.051489400460180544,0.06520845072990779,0.24283408338937462,0.34283640131800996,9.165823073434969e-06
y510,8.565523557957099e-26,0.7569777235752639,0.17996837974435653,0.81806355983096,0.00043111247848953135,4.103214592034385e-05
y511,0.3059257503089199,0.9589437781326228,0.534371375130474,0.525710087635997,0.01796737471756603,1.3309211534964231e-06
y512,1.0190800867226896e-16,0.0344117454886616,0.443274836081783,0.05973232140627892,0.0012900002619229101,6.865576135752538e-06
y513,8.30738307052057e-09,0.8742628338011736,0.40485472549498425,0.3326973570618278,1.7230312439815153e-12,1.5085761730011548e-05
y514,4.56330307219249e-11,0.6913404653419979,0.115305933905492,0.5532959945612432,8.148751361280532e-10,0.000517137087148614
y515,0.0019184492582847842,0.5163384703601264,0.08574875347790789,0.2619551900784891,1.476143773702941e-09,0.0016488632473184834
y516,1.0048135840228729e-14,0.18645167042779964,0.2751056698706946,0.5478184502285741,0.5003566538256266,6.194818247773892e-05
y517,3.255374980015689e-05,0.7527217429353565,0.6173385340182861,0.701261105564411,0.6461602852540853,6.0702263747073565e-06
y518,0.7454079848871804,0.6385616933815597,0.04048541295664418,0.48163221297348213,5.787874420303243e-09,0.0017019734961756683
y519,0.6708268137690443,0.03258059858191309,0.5750946599924316,0.27423479851729327,0.04481690463952294,1.1426761626699796e-06
y520,0.0029654730238025356,0.9780038285520042,0.6999107102785032,0.9261074194402075,1.79101865148729e-17,1.5826408461052102e-05
y521,3.515807448268244e-08,0.9633459418569502,0.262797437734818,0.6028058900739244,0.0007951944828058063,0.9996890968224057
y522,0.3071511087466895,0.27531387341002433,0.6601276024310861,0.7309041838294446,0.34744391992371315,0.00016830709785217393
y523,0.9666268438215662,0.5118813048947282,0.44946150620322456,0.2511738080181668,2.4069131363407628e-08,0.0019997830723074168
y524,0.07940811182461287,0.5210413104734246,0.7469486901790385,0.7860258497018667,0.020029831437758546,0.04663253199402057
y525,6.99913361780593e-06,0.07956812037802376,0.8560877725703491,0.2493795897164136,0.004557550555834396,0.00017361485652549218
y526,0.0016545436495274653,0.11840789483394758,0.27868167404374755,0.03075739046232128,3.52926864842955e-12,1.1448041929319018e-06
y527,0.7505026519673478,0.586457580319145,0.25110013984285484,0.8254111927917748,0.03035869340312566,4.6864240760049725e-05
y528,7.869679946509503e-13,0.15208754777889816,0.16938549779756695,0.17761190270124771,0.0620349258625064,2.9978109707024494e-05
y529,0.7244997137047586,0.7051055666168938,0.5745004349860159,0.8058295459873849,0.261718173138044,0.009675272265364446
y530,0.01932550490374941,0.03990825179892747,0.8981200609129006,0.40381909973881813,0.00019648611446881878,0.0001979097391361417
y531,0.556845804271385,0.25946230051162866,0.3171191861409314,0.7305271883676264,5.884701558101197e-05,7.097195143320755e-05
y532,9.338766596597696e-33,0.39211202233700504,0.12416096997678644,0.005394853681889354,0.7031596691097272,4.559273407300604e-05
y533,6.157842034139936e-06,0.7601562028818952,0.5505825406788324,0.31708940214392767,0.590514963120818,0.0008866000048162956
y534,0.029748968012684177,0.5436628936947403,0.2720662096583186,0.2527674064677695,9.370062674995809e-06,9.25053092226002e-06
y535,1.0265495335365805e-27,0.17809123843147634,0.7471672974216632,0.34957900458924274,0.08380262919844614,0.004015306928685105
y536,0.8607784010869832,0.04132764460361628,0.4415768240532403,0.9217100514243199,0.7901480799570374,0.0002916057998858272
y537,6.463795848654228e-77,0.1405532907949489,0.9375643455331325,0.5662300911464748,0.6269341820323028,0.00018816669000341175
y538,3.544920238544684e-44,0.03954985800455723,0.5406759953045329,0.08207963310572708,1.0356306276851864e-08,3.663438500038719e-05
y539,0.11027473362537484,0.447009298467538,0.00226869467791665,0.4401442333450668,2.9194412588746156e-30,5.557971272756333e-06
y540,2.4613600930864663e-18,0.06792804427916015,0.10668378912493996,0.5321128277952636,0.6745388557618914,0.026349142219810384
y541,1.61026740578557e-236,0.40524424957623717,0.2055651502555873,0.9891173153460644,1.300388899813753e-07,0.0029376636223394496
y542,5.943784846986472e-127,0.7201664178606001,0.05454099022522764,0.5527746186649136,0.43889902413462334,4.5128669344280535e-05
y543,8.610960502797836e-29,0.004195814539456201,0.10720487361275298,0.45715389142068497,3.4902282161557966e-05,0.0006465169965986177
y544,2.7962492512568018e-11,0.8043482183306587,0.26214291817871405,0.5100330657440023,0.9164766151910346,0.12380403157190079
y545,0.014139992855215475,0.7428637164283696,0.3480296927185057,0.6612789999919748,0.07364957510842633,8.965201337414654e-06
y546,0.02490461085516503,0.45091951070548597,0.0001794278139395049,0.09935939062016726,8.591107345077706e-13,5.8454937908161156e-05
y547,1.10895525523935e-50,0.06673431262415357,0.28890263802831195,0.3966814279757105,0.07077078860894934,4.7638428297950796e-05
y548,1.7255141741360286e-20,0.03516459046609613,0.08611097540500846,0.17659667675433222,0.09512181607787597,0.0036280749416119722
y549,2.5252970208051476e-10,0.23458399337659053,0.004335813037310425,0.46167393708087545,3.686790962349971e-08,6.979557532437037e-05
y550,3.753066759846428e-05,0.03508883846348408,0.643744634708938,0.03048348166327351,0.27959994465572857,0.9999969438446954
y551,3.9827869853772656e-28,0.26584822926972285,0.039285527593932626,0.8824252054377657,9.099492019910045e-37,1.552540217563732e-05
y552,4.891943038780258e-09,0.8311551955588395,0.04218573750600838,0.4966848922899689,2.8775499839379016e-13,0.0001497469892000124
y553,1.322215961181618e-110,0.12061621159981416,0.010828044314440104,0.9693421961640858,7.436005387835398e-06,0.0021645058627283793
y554,1.9822204990430683e-18,0.5177136165479566,0.8836607854140992,0.7535965336740096,0.15588254224185016,0.0006866707036872863
y555,1.321475371323987e-19,0.060584425775598194,0.23046259762884602,0.5260873933866468,3.258056701423816e-05,8.108921916626064e-05
y556,0.22672817435131576,0.7228699900965379,0.5169562527132003,0.30518669993318226,0.5795923014466415,0.9996336774428887
y557,3.428048890452771e-36,0.2569975882344697,0.6654889538751705,0.9020588519918733,0.14106904057461114,2.5606027020389712e-05
y558,2.7012683132358103e-29,0.6995798725639064,0.0989986808542999,0.9138524070117445,1.4863212361708508e-05,2.4476116800074225e-05
y559,1.1446353157928409e-20,0.7568254655272413,0.2542127404616372,0.8610049867796039,3.6344570671125816e-05,0.0002648782993938326
y560,0.00041571630647864834,0.2209225424295309,0.917233288405813,0.20642758426279462,8.323546674529013e-11,2.1419800726664613e-06
y561,0.08040350412463183,0.2051536497671007,0.9208137680730631,0.5898452586445423,0.25629818096108237,0.9999976525260086
y562,0.0005450820337755654,0.4836147627517149,0.01816693311629141,0.06916309177030072,5.8808585161538585e-05,0.00013721820519041583
y563,8.814589986889043e-12,0.6020884363163368,0.7806729127225172,0.8944253311374275,0.19150289775074836,6.980657461023853e-05
y564,0.3296974259596155,0.41692996734415533,0.7520543417392593,0.8394192138584811,0.23819228049422447,5.2234565657160435e-06
y565,0.04778469230524943,0.3818202553130582,0.06907810657144818,0.22335119032248507,0.7148619756740342,1.9752814901328105e-05
y566,0.16785913342035808,0.038883655115505435,0.48084117810513594,0.16654478928106264,0.00015091037341781151,4.267793726393631e-06
y567,4.2501886470664e-08,0.36966207177806687,0.2791119763744888,0.9751140663014052,0.00024325363117934544,2.8626202444732645e-06
y568,5.01660894940224e-07,0.40040255676253955,0.8877327812311736,0.3905719840250246,0.014763389004585514,0.0004709758550808
y569,1.4787401834798473e-17,0.08122778385784722,0.9732960896360653,0.27108902742581686,0.053718265700761825,5.840563243351134e-06
y570,0.07878697638611465,0.8973597583626751,0.9724733430543372,0.6673447313928518,0.04226074003244604,9.532163510454684e-06
y571,0.07720497604609478,0.21603233101507024,0.6176797490719719,0.9170527921666772,7.277288304849403e-09,6.485497858859496e-05
y572,0.8603757744928024,0.2811026136926117,0.9999592166666436,0.6199750471811377,0.9950442292761362,0.9999984337620134
y573,7.1115686723032296e-09,0.056999323443543554,0.811513021974259,0.04810130338320426,0.0034670649051126773,1.440107947656915e-05
y574,5.53206964403558e-05,0.49073371160786994,0.8289818265823513,0.5850638844401199,0.03085521284875124,3.886586001085251e-05
y575,0.09119282948639318,0.41185362856620145,0.3639026048967724,0.6923699536681471,0.16802749333563982,8.683271397196244e-06
y576,0.06321373149785835,0.33702188212578466,0.5351517104978698,0.6373054546137717,0.016218191295645754,0.00017867293907367806
y577,0.2574449443417506,0.5042484693923772,0.6035315608840127,0.3350222072025827,0.29458534798122027,0.001988124005195041
y578,0.7013171378729455,0.8316696391878078,0.28196770529436344,0.2815834332964049,0.6718228839546527,0.33398239409662633
y579,0.04492705936534789,0.07179618576651642,0.9466597671841709,0.38988034164459306,0.000268828122291016,5.019503735761537e-05
y580,0.006962459585096234,0.06921002891070545,0.9470185929531603,0.4201465124479915,7.73976663173907e-05,0.00045946673116337405
y581,8.01381675964262e-07,0.07377013997291018,0.8978624547094074,0.026791016206907707,0.691755591534178,0.9999948589545328
y582,2.3281649739431232e-08,0.5171053675514833,0.21011478234135195,0.6763480815925274,0.001479287949689824,2.8478310760195664e-05
y583,7.354250211708584e-137,0.08266807861458444,0.02865402417457496,0.09068028965951634,0.00849918827322137,0.028251014487876713
y584,1.310075198085633e-52,0.009722963047846356,0.28590427084907866,0.042661443575730575,0.8869426722125843,0.010374461290766425
y585,2.3827897498488742e-14,0.21079903589595628,0.7545677416997265,0.6095919636529461,0.021057688446744983,6.113960038366387e-05
y586,3.7256605346104585e-16,0.04671958043504121,0.44365256771001227,0.32760891291271765,2.0652962921018246e-05,0.003370532300082523
y587,4.239249925294188e-38,0.1717730717083087,0.9844128807835024,0.34360407521095115,0.4443266008983908,0.00011616323151010244
y588,0.0032926055368118373,0.7702869500811125,0.3138990009025783,0.8261831411571323,0.07616999553881466,0.9999832288573892
y589,1.686769842624732e-46,0.002935817661796069,0.665706719800255,0.03336444517495802,0.0004912232578534691,0.002030163219742976
y590,1.7027363724093486e-33,0.28024927132042143,0.0068846157219392915,0.7507026942661471,1.9769257181661453e-27,5.8384823503376326e-05
y591,1.92564837289972e-21,0.7082678362590636,0.43593936470196093,0.9801984902965284,4.462274720116656e-09,3.499134639707027e-05
y592,0.03458158709622638,0.01849978648823671,0.21954381228667863,0.009911365348455792,0.09429153394548512,6.487270404785571e-05
y593,0.00033523813386460014,0.4949465054973041,0.014908718195951668,0.03449741957638954,0.0001542973015693887,0.0067554639409211645
y594,1.7184892888764673e-27,0.19969616011147517,0.6830793826980819,0.6840253926786454,0.00023493671598775036,4.59004818410961e-05
y595,0.5416552776570643,0.03917540151857877,0.803835736760846,0.3382864251281035,0.7396537749212899,0.00013032310276806772
y596,2.800659990223153e-06,0.338604200475505,0.0478967918422317,0.733375276911368,0.7550716415279546,0.999960811112346
y597,5.136375588883134e-06,0.6590134763347748,7.211751557294125e-05,0.052676194091317005,1.4512003531906617e-06,5.8434076515881227e-05
y598,0.5069265865278262,0.09460254984620728,0.26285021735917147,0.2761020684958553,0.022465059572710163,5.35899638256294e-06
y599,0.0015771196855365623,0.48165738820955206,0.6404141463938878,0.5936512230594352,0.6983953469186946,0.9999998086646179
y600,0.007762574584618046,0.8063642053523578,0.6363376323962915,0.8379335572022528,1.1437847432704995e-08,4.998152982415427e-06
y601,8.660560872485605e-102,0.17312149654548437,0.18439733168852912,0.9758135988370341,0.0006718665338104759,0.00021642486240072237
y602,0.7113360985982053,0.9771431013546306,0.6342128400925323,0.9517123922275853,0.18297086958694053,2.6232638866141014e-06
y603,6.285909896342387e-05,0.21233124600789055,0.29477015543324014,0.41218195829006754,0.010265266329950385,3.816274285378861e-06
y604,0.13423290042481065,0.2144677959446154,0.015917514784948485,0.013191787743604752,0.00476652571229448,0.031810185763449905
y605,0.1482437452837375,0.23340954761978827,0.9666287881841042,0.546146218111507,0.007436394564429115,0.9999510851985134
y606,1.0640010109364891e-06,0.035978545142636105,0.2861629369871217,0.5160342108890554,7.905391105976122e-10,0.00015579330655791427
y607,6.052497659273785e-12,0.32548620822888097,0.5013408794147005,0.289053076960442,0.0009452175309208208,0.00029291187081165887
y608,0.028266608156650753,0.35021835680992164,0.9529844338418784,0.7600134743504889,9.219436839660017e-06,0.9999643269346458
y609,0.004912081065012805,0.3213302970127371,0.9650692054807017,0.24824192053271688,0.00020832584791379222,0.02225283645783134
y610,5.812312344184115e-14,0.7078451371100487,0.4546989422933003,0.9833802046148551,4.2199313913557065e-08,4.321219650764488e-06
y611,4.213534912162935e-11,0.20800460080867744,0.8368204035051149,0.2032257106110038,0.006312404446950677,2.830833948786088e-05
y612,7.377954543045705e-57,0.8446085745344327,0.07517132963638454,0.8480107175259546,4.697046842346648e-06,5.006309259402115e-05
y613,6.840214465100481e-23,0.4431099530230598,0.9357825937221347,0.6683695553511529,7.952731494998952e-17,0.0007222581953076645
y614,0.2555871173931198,0.6682615468375214,0.7168176911903816,0.18439209856324512,0.12421086806186947,5.20896687090913e-05
y615,0.21924353288132326,0.7978035668378325,0.029529439609774985,0.8261885775653279,0.33330799463162764,8.180144562409304e-06
y616,0.009803088177355148,0.7683745695566389,0.6850510691037806,0.834366429242662,0.0006004777719806358,0.9999996690468486
y617,0.014921143644188017,0.8106363681383966,0.033084583979369746,0.20966005435911195,0.2871786194566732,0.042665637818804676
y618,0.9089277337119306,0.8116801231956234,0.23500276911550333,0.5873709634564726,0.10228240914548588,7.948686512276476e-05
y619,0.1599443130796614,0.17346451793959827,0.7017021189157413,0.22355341045839217,0.0008449242530940793,0.008332235367923964
y620,0.0038925103298855786,0.13151232188753695,0.9410794152973463,0.3156780297787638,0.0013382969059330706,0.000109274492517351
y621,0.9280651076889654,0.8816189961734293,0.6060232748205923,0.7367500660406768,0.6312481304366409,0.9999836572006994
y622,0.01617333881591197,0.4879661394707223,0.568478540893541,0.3281239157048568,0.8120792592551535,0.9999766873441917
y623,0.01639808637508386,0.8855257264178995,0.11200026269795091,0.8076858918308378,0.00047590633692277224,0.00022731145309017948
y624,0.4236203897415709,0.992638648513029,0.8393032504645301,0.8577304895466765,0.028248387127336363,0.00022889656341573724
y625,1.7539667136702387e-233,0.15252810138601186,0.01003009962547666,0.19616460794837298,0.040240526016214424,0.01599992751547805
y626,3.001255236096287e-07,0.16163411594102262,0.010273228422839929,0.9767242078070165,0.036960975571428155,0.9999551066173507
y627,0.7579196954542,0.7567415029352881,0.658073292377878,0.519415000752552,0.01393490062869179,0.006708676062521686
y628,1.4909254866723906e-66,0.20853947477392287,0.5855587786795315,0.3309536363015353,0.3686276865530196,0.00015201059057365937
y629,6.879688389833551e-09,0.9739613373079502,0.3592009525937012,0.6826580871451986,0.14074826472028573,0.9999945126588452
y630,1.1442364959596191e-52,0.7142398127586896,0.17064209708542222,0.2662467733700946,0.09936523879786519,0.00019793400802857157
y631,3.967414740039839e-27,0.04532220734750649,0.9274716987081618,0.1931760131709951,0.015527060937510048,3.340003586760797e-05
y632,0.33316940661106986,0.4190856343891942,0.031754132921778255,0.7147433951904548,1.3767113985628139e-05,0.001239660902910098
y633,5.524914309506742e-06,0.5739183522483731,0.001179762172493904,0.6935909531259359,1.8457503429893086e-11,8.217159968787946e-05
y634,2.3397983502842636e-27,0.4633218878148432,0.3045284096390206,0.2554688436794651,0.00020810808107631938,2.6527821269947758e-05
y635,6.767605903625862e-05,0.0999625569646455,0.8779825542377258,0.14196669102815318,0.055809724562348055,0.9978655104679124
y636,0.6687285008996405,0.013738493470853817,0.589952154005679,0.3803528329834094,0.09068179282544828,0.0073550785339786045
y637,0.008126342770388572,0.013711691367051027,0.48489224668436637,0.4640107265000757,5.0154498944446145e-09,0.001389040703074443
y638,1.5699709543761181e-46,0.623667092734661,0.22388757019879257,0.987659015104525,6.102354462069697e-07,2.9161476158734472e-05
y639,4.1594079428679013e-16,0.6942280307353633,0.7215611151010026,0.08023705672771388,0.0004654724851382521,0.0021865292615790457
y640,0.0006880280656775187,0.5891553994716665,0.0008916744740144175,0.6791330555930991,2.9165865488407554e-07,9.182645072752311e-06
y641,6.917515521127737e-22,0.7634047295594575,0.19985571700468185,0.9823807246017036,5.973265234370829e-06,2.4447852395553394e-05
y642,8.191134201755713e-08,0.06741431441017039,0.2021833362951474,0.10698734570887716,0.00010823665992591995,0.0025642936451284997
y643,1.4668611100675073e-13,0.2086247376973478,0.426261136770997,0.14357749142993126,0.0011156647865128045,0.9999977370251152
y644,5.34055468573137e-40,0.1549409452584621,0.18262983507085584,0.24370752050612943,0.009573970506408194,7.361313412602347e-05
y645,0.13147382740204494,0.09265416132510504,0.08439177747248121,0.1890907914826646,0.48694340163497996,2.6823526788843393e-05
y646,5.171467491238577e-30,0.07464772141655551,0.5251128502907393,0.06624129850083076,2.0339025620254446e-12,2.2556611596094934e-05
y647,0.004529677087328125,0.04176726579673196,0.0401175469886557,0.09662940180767476,0.07682363324489001,0.9999999961638967
y648,1.447006220793832e-12,0.1499397697280744,0.6090516917585368,0.9228332171761195,0.0005778251042397274,3.885747166136959e-05
y649,6.400815911156206e-06,0.1995193638257996,0.06886187503804317,0.10593302633424026,0.0052832331787099505,0.999930488029967
y650,0.011948274144667915,0.04184106924563511,0.3983916218756598,0.046768363990218484,0.2418229140547984,0.9998919353032358
y651,2.1985142342063705e-10,0.9749437452953946,0.019499917037094854,0.5630821864946987,2.9360841970984084e-10,5.258481977385757e-06
y652,0.0003868675128975325,0.5770668436610414,0.2794567139947194,0.28336424911820857,0.8359035061058029,0.9999993948545505
y653,0.14091391903567835,0.5622519468578362,0.0013467645645042737,0.04943780378194169,1.6314037315290202e-06,0.00016545237651879592
y654,0.4180794883132797,0.12102995292476908,0.740272996241685,0.3443095633104516,0.11447103042152752,2.8099347622033037e-05
y655,0.056473029458954355,0.09373448226184107,0.7518920269518349,0.04915981528024644,2.768609998332609e-05,4.696306424753272e-06
y656,1.0617552932514024e-07,0.40494418945571253,0.6009035242437906,0.688006264461551,0.009607287935034703,6.188527448135038e-06
y657,0.005106505771540587,0.877007303696961,0.5740597113824706,0.13845681312272679,0.5470799474496835,5.981098759553997e-05
y658,0.020055485727849858,0.7300547727061187,0.823521424942226,0.7799897731657923,0.0033010110334463333,2.4633216409125747e-05
y659,2.3388799298462292e-06,0.4293089095428736,0.8356962388630857,0.7706224130950972,0.012139982818981822,4.566711253886785e-05
y660,7.941007350966473e-07,0.34386176638408894,0.8187893630808413,0.1648096113737879,0.021658994031238017,0.00047283321966974385
y661,9.470968491561352e-15,0.9088745392457384,0.9398622482721433,0.8882637028135855,1.7651582828486547e-05,0.00018331058143917925
y662,0.4958023294648055,0.5698543506288208,0.10223093359557295,0.9038540451603281,0.4154919329960153,0.00020893084274187736
y663,3.934761500657488e-05,0.8003949099104214,0.2538258238198945,0.6382616656931269,0.012580101958432904,0.0001222477086506704
y664,5.323382654952649e-21,0.8244409588830848,0.006170055909693078,0.9553296105462468,5.982689726690866e-05,0.9998657926117446
y665,0.06895492031724056,0.5200069730875638,0.9636994935741906,0.892719519032746,0.2575368136891162,0.3367712410629612
y666,0.472655287654106,0.6531905330045167,0.11095540369564247,0.36888199503997143,0.6922716388357154,0.062369899630006734
y667,0.001956929213595988,0.03770929603772069,0.13276288091684768,0.25454096415484284,0.0692028892738795,0.007120640893182227
y668,0.0035979736646120837,0.06727526318639601,0.967756991744305,0.33213221757841094,3.96321908435607e-05,0.000255842940617046
