,Intercept,C(mvac)[T.True],C(csc)[T.True],C(mvac)[T.True]:C(csc)[T.True],collection_day,Intercept RE
y960,8.916025689574572e-57,0.1812974552202481,0.4640979582660473,0.5123169280757572,0.0005104649312813489,4.5447922036489545e-05
y961,3.343760263492017e-07,0.6342814144182418,0.019951441045289675,0.34027663712273515,7.588306929710362e-05,8.054462557825797e-05
y962,4.117133473169694e-56,0.6381934571748991,0.19942154606313478,0.6391196152313074,0.002511130851894628,0.9947670243844231
y963,1.172900054515414e-08,0.9402382396435081,0.21748185839343304,0.8230275245004084,1.5960383753263274e-07,0.012308784791174875
y964,0.759634213542826,0.9379320201205611,0.033588317245012156,0.6635572791112211,9.285422214244184e-10,0.00011436762569492762
y965,1.5652056862376037e-65,0.05125706794230018,0.4334588838325767,0.17444803797753317,0.005052376696026631,0.00046798143644403967
y966,0.37013805027354874,0.10093431040582425,0.16458657851940628,0.14697337190246876,0.5936765954907346,0.9999993745343679
y967,1.469780632448077e-48,0.16965439124445725,0.012247635360983701,0.90408591023311,3.045501587486688e-11,0.00016241760212247746
y968,2.297705261088809e-44,0.4689760881232117,0.4355180331750167,0.9055004121852901,0.6890822625556206,0.00018416062190128337
y969,0.0015875905844372276,0.0002249132543133454,0.39718937068791615,0.027596951833202616,3.3890613507979153e-09,1.9741522549690797e-05
y970,9.367536045285017e-33,0.003603872053447838,0.4153316731353116,0.2713215995788695,1.1821925306273847e-07,2.8584499373363972e-05
y971,5.533404319875056e-22,0.18779243768550713,0.02427359391776596,0.8763417642751163,0.00012187829986961907,5.272102162378379e-06
y972,1.0064360520708064e-21,0.021032913206162518,0.2987025796080721,0.2233951347676606,0.001856630306768273,1.0583325753278757e-05
y973,2.6344647637293807e-72,0.012165780316251887,0.1152956791142744,0.6784508159114564,2.2733539677756645e-09,0.0012987702664957693
y974,0.0056537999554516615,0.09068605238160275,0.06322056588699873,0.49889154728129437,0.00033674667296336344,0.0017184884784221717
y975,8.712389372190134e-06,0.7508578736427614,0.3485121134974698,0.2460689609679163,0.0006572273791443689,7.105966149378217e-06
y976,2.2486068933762143e-07,0.9577386439769284,0.6790693497386273,0.5819024064086609,0.0005859862993807289,0.00015099098904338532
y977,0.16512869402791963,0.10841017788747198,0.6640125412161446,0.7271329403634876,2.3322569807804283e-07,6.04831608010004e-07
y978,2.9637929340093975e-07,0.17763685600287793,0.787719168266384,0.10044221068325983,0.01930736128059693,8.999714234628291e-05
y979,4.292553199452501e-08,0.5489262738946996,0.4728065515007952,0.6028916242348726,0.8278192302226167,0.002478165673408211
y980,0.1507721474934821,0.16494564026784386,0.07789970110727759,0.40124060496736436,0.016317900585545733,6.800674507468455e-05
y981,0.0006730775387508935,0.3848499952861347,0.8593831684266484,0.016251132422913532,0.1986275823737833,8.283603585928879e-07
y982,0.00023746286497014097,0.82078657471875,0.9240281864083657,0.9996587416426586,7.72063106404856e-08,3.01494054972195e-06
y983,0.6028999233999612,0.2084633795726688,0.5899312678570329,0.3161171190532156,0.993214992967472,0.19849408864340545
y984,7.988304247047909e-07,0.33322919349926594,0.2770996809319414,0.31643105931805504,0.0003397395281230346,5.139942047145327e-07
y985,2.7441791852422245e-09,0.01606169245608544,0.8069433608137152,0.16938595575025006,0.0018757629765803815,0.9999091651343769
y986,0.5549189454215386,0.8250646716406742,0.9043747853355476,0.9470697623108104,0.0009234003014093069,2.2941519133362155e-05
y987,0.06797145301592437,0.6797380289929018,0.8445874812574663,0.9112712141288402,7.879674899771895e-10,0.0004639251188023818
y988,3.56795172335674e-06,0.5937584623260475,0.6637600334754967,0.13153635851735912,0.05482697039401969,2.595103674505012e-06
y989,5.183246962137721e-14,0.5966781645209316,0.24126894752490313,0.39305366703272504,0.0052120597861882514,4.8907348548175095e-05
y990,2.358102447033043e-21,0.11477935509134182,0.4672232865959063,0.124058423397492,0.00041873970287600003,0.006447802178813257
y991,4.875004564239436e-05,0.20598837526457403,0.12388555392896922,0.09885823325037182,0.06102379942818741,8.955788437063418e-05
y992,3.4113293245749013e-13,0.9566466562303648,0.43856565917249835,0.8290885436914457,0.0007911092957838902,0.1190135384370756
y993,8.969855259455324e-14,0.28820605111946795,0.025062430519659906,0.05015247304561597,6.860530610288619e-10,1.2253271585254866e-05
y994,0.3882049439050166,0.6876902440843273,0.0727044626710405,0.6890051704096047,0.8335982055897901,0.0030047129492730587
y995,0.49280316690532044,0.17338376898649832,0.35953733538355337,0.2515843847998951,0.2526349426741844,0.06501112852391537
y996,0.00019135405785928255,0.6774358469854636,0.9124044468988154,0.930615691870738,0.08568820157838707,0.9999926929667096
y997,0.010580743808136903,0.7413408946245004,0.7282531628341167,0.9826627143113469,2.578269771401768e-07,1.3211223796764214e-05
y998,0.7595762409131184,0.8699123426349271,0.10834726713611827,0.9062147359372486,0.15935963493480798,0.00011418218553163614
y999,0.003493203229368439,0.2975080994466187,0.3454528945540033,0.10536445216357687,0.0006857001112110353,9.170131648213103e-06
y1000,5.886900979216689e-16,0.045452722943376954,0.9885097051538196,0.1391493065468862,4.6413421569988255e-08,8.341336148561388e-06
y1001,2.793208332208435e-39,0.47999648801622385,0.004253387226522133,0.7593734331830473,8.94872656467776e-08,7.878288372859957e-05
y1002,4.625794830040213e-12,0.15114283557260771,0.7949527383801732,0.6141456731472171,2.536154510150722e-08,0.9999859614555331
y1003,0.003833589145934538,0.42513354240614254,0.2114331806492834,0.7184523656966456,6.20459714876918e-05,0.0004074749419071195
y1004,0.3488486541677952,0.9430534452880079,0.46628246558238706,0.568619420279894,0.8566338888660396,0.0043595940668131085
y1005,2.3847795454415784e-09,0.690810609951924,0.9244694568054621,0.7829007964716621,0.08921545419806849,1.7259838533751929e-06
y1006,0.08891736975538268,0.8821161204023446,0.08823799987613531,0.4693874495854956,0.06016705145931844,0.0018002651328392044
y1007,0.9202357308474829,0.1757392351495093,0.4946435334459879,0.3738941034324633,0.794285166378554,0.017189735011738202
y1008,1.512683631004345e-06,0.009243459889319707,0.19868907406351166,0.04004351164455595,0.005325474238420439,2.67181921195923e-06
y1009,0.00021703526149754196,0.21170879260736242,0.18081450686025968,0.9849786647639952,0.023100916750222553,0.17178889535795805
y1010,1.2919289396607446e-09,0.07751540135552551,0.9084036988702598,0.9695214473770434,0.0012905372709572907,0.00048702448896645214
y1011,0.8467872065439841,0.9958246191271813,0.7400886345774034,0.764316286776347,0.027155713246138583,0.059332666200913015
y1012,0.0002478627136488681,0.7842263770313804,0.42978151785242735,0.4529549234328163,0.3397559166334515,0.00010498536856369081
y1013,0.03292917589484121,0.7776153358593041,0.10772928727645749,0.4783860313126299,0.9401427252766064,0.999574749970661
y1014,0.0037626180684309433,0.7869279760192575,0.14206698417468805,0.9453306513219395,0.47331582116553417,1.6688226793025478e-05
y1015,1.4223746262537296e-15,0.9635548454816442,0.06939232123539711,0.20769961522565428,5.983394739479185e-06,0.03713283602617398
y1016,0.0029710025475433717,0.6904582178558589,0.25640484276817554,0.8810452430062653,1.4123162149988696e-18,0.006070549891407228
y1017,0.029707999427013115,0.30553097987606526,0.22272678718262773,0.2224530482399245,0.08762290265252252,0.00016310410593319897
y1018,0.9651352871736758,0.6992662663761291,0.7308997839584663,0.4361506656909193,0.20776521126229663,0.9999983271217844
y1019,0.047561360284252986,0.1194459792728174,0.559202699049667,0.3528149928780263,3.1663415854493724e-10,1.3639366327847754e-05
y1020,1.6416621637785261e-49,0.7627624266127802,0.8870591592048812,0.713264679963842,0.8588882647233723,5.3028692352687e-05
y1021,0.0906125166496398,0.6023837419908807,0.14279398052781234,0.9824098162108468,0.8585155082206675,0.0028373346063967813
y1022,0.0003200370435143413,0.3274765291279942,0.42924338750255786,0.23719905591453794,5.4557917285667955e-06,9.235744628049388e-05
y1023,0.5095423765488543,0.42014070261715963,0.2142656830184968,0.9198922883392201,0.00364310480901238,0.00031917311790104707
y1024,0.00024188811471006352,0.23567674674466144,0.10221165688440552,0.30468561368440816,0.07239761987697174,0.00041549608680206413
y1025,0.0006294365157897216,0.706327013684219,0.47022375703138974,0.09771415571167624,0.0007337341625626608,0.003224726132985621
y1026,0.00025202063501886734,0.01430565107432276,0.9645740691545497,0.2618415547890468,0.18415748923754127,0.023092666953681333
y1027,0.14448342905483882,0.8798351183838888,0.1602945377651266,0.7422638625350904,0.2240277778873413,0.03924437169046582
y1028,7.041220128797284e-06,0.37881394029785864,0.5935726714860097,0.854563228791552,0.6299481001726326,5.9903765984122665e-06
y1029,2.722863903478819e-16,0.01608710874077465,0.3937066043976323,0.3246005091435815,1.6148025115824646e-06,5.237104230288631e-06
y1030,0.24798378230606655,0.1190950640162884,0.5125645676630762,0.3340212429404241,0.07212037726808974,0.03602472616290205
y1031,2.4543003766204523e-44,0.6859813646684472,0.1884836513764454,0.4750060928017156,0.15411319546430655,5.431559702968914e-06
y1032,0.0012399479141456601,0.04281088229089143,0.1262105577690425,0.1158119053716253,0.3876437487974087,0.999974975947176
y1033,7.161058728605586e-196,0.47849839895559854,0.8028220881180587,0.08211600298890348,0.001323161067872083,0.9999939238393647
y1034,0.0011272678555982218,0.018729850886160113,0.006234410602524801,0.15517808449740847,0.31712243821470976,0.005152989697957512
y1035,2.1518342379480266e-05,0.2576191825800276,0.6850353207220946,0.9983745435795337,0.003513309740162402,0.9999635293698564
y1036,1.4028934343343342e-30,0.9160623606539485,0.14123414593133662,0.821546303525206,7.924093407678179e-09,0.05882178392950606
y1037,9.569226749904114e-60,0.23017676246277186,0.07565109460530957,0.8328663473765735,4.526639439600277e-12,2.5195854664308745e-05
y1038,0.6526151729555059,0.2631197048012891,0.027416816299707027,0.43702640294412554,1.1263554953156912e-05,0.0002870561015855641
y1039,3.5919971058195926e-58,0.6537643138267064,0.4930266778842036,0.5301026126468431,0.003061702526093852,0.9999994307323401
y1040,1.4253886069164809e-06,0.056678389161848045,0.7980656115190052,0.1577894494822749,5.325328073275814e-17,4.173924257447638e-06
y1041,4.482972406262826e-53,0.13347807330476438,0.2270532289527114,0.694327757977096,3.848964803951496e-08,2.6711064835211244e-05
y1042,4.262067346951934e-68,0.060647202775142656,0.49246017309867285,0.5844717463792549,1.0824425367211708e-06,0.004100229704628446
y1043,2.7043501904592176e-16,0.0753771329362107,0.08313048613064673,0.44470766973872067,0.00041811571812818576,5.9880737750887585e-05
y1044,1.4380562187625792e-49,0.04061429977642812,0.18649723887534975,0.44186667121241774,0.0018542732866500234,1.247481430545085e-05
y1045,3.4084091576051707e-07,0.33470625711866586,0.07631576084698276,0.7234209110654349,0.6863111683790355,1.5312830039450287e-05
y1046,0.00011155476854237671,0.7842120926622695,0.08228234271689018,0.18461931623039374,2.584562609148001e-07,1.5978477354730148e-05
y1047,0.09505655329541109,0.8519998114853676,0.853402833344992,0.7405602830210837,0.281341034383791,0.9999879984477993
y1048,0.018470050069114577,0.013525739587861725,0.0316388852263474,0.006135679360041253,0.8810131741465187,0.0013904657810681997
y1049,6.293312673335354e-05,0.40637068480239413,0.9679496971137052,0.35267065853611346,8.445326816129169e-05,2.5742463393029063e-05
y1050,7.092647666840825e-05,0.48196217561175914,0.9287911489350735,0.14134006586976477,0.3680550001056304,0.05525910558948856
y1051,0.0675053964742879,0.9045206165049207,0.08825757309441866,0.1728888771871362,0.4045124477042663,1.0313544110414925e-05
y1052,1.0231622815810264e-06,0.646987793894694,0.7021111319521406,0.911780580583087,0.0015661482726666543,0.000295849190610904
y1053,8.817907648717147e-19,0.058850594213536805,0.2912936973444833,0.35873913346782815,3.5900615038223474e-06,0.0006127470376152743
y1054,9.246792099351608e-07,0.035297134735113166,0.2885645353524471,0.035702264980707464,2.139996076997694e-06,4.314251987770471e-06
y1055,0.08892975032781981,0.15246473495195534,0.08478547406942802,0.19623454758448877,0.5844676559271647,0.008645937781324347
y1056,0.5536442170449287,0.03340064703788181,0.2301312922079396,0.03743873345059368,0.0010444051209373916,1.5672071066710573e-05
y1057,4.367400619815176e-05,0.1428843770049116,0.8795688528939654,0.3731756780121316,0.03075093312215241,0.9999591638862737
y1058,1.2743334160902434e-08,0.9661240599102906,0.8693989194151236,0.9117494222818469,3.402472056662094e-08,4.153922443329586e-06
y1059,0.5066578904553792,0.6170477615133882,0.7550916277674927,0.3351359203315025,0.44358580950226734,0.9999732575206453
y1060,7.886627224625523e-09,0.12259704811804867,0.5019487034265604,0.5904129575565502,9.766124450647247e-11,1.7904814739039596e-06
y1061,0.0006189576064751969,0.6461669098055858,0.029898072094407556,0.22061539808395036,1.0223020457042646e-08,5.279335696664116e-06
y1062,1.5974943152023147e-24,0.16988110688561053,0.523721338110665,0.11559518433270985,0.005783008110404068,0.020199058538480974
y1063,5.4784957955584676e-12,0.9626328611245448,0.07186318616162451,0.6424653229519066,3.560905203983218e-20,3.035952169156279e-06
y1064,3.150642390264615e-07,0.5538393120925504,0.03962395436089313,0.20586000893364098,2.127289495957898e-10,0.00012303186444486723
y1065,0.5814891223624095,0.9029523418984913,0.8929266840383159,0.05592636946383718,0.9741165588758195,4.316249726432524e-05
y1066,0.35391038924412477,0.7170852481346992,0.5596311912364748,0.9550533868484866,0.007762826008275587,4.1582961678629375e-06
y1067,0.7596104736744465,0.24488083602103694,0.3180547988447656,0.23308236009649985,0.012682844942714178,1.3076584155758582e-05
y1068,1.5215747351802968e-07,0.2163663827839173,0.9756133493293868,0.7781406078615305,7.096638645283256e-09,3.3837666786337294e-05
y1069,0.0004446372550467212,0.17334950769802027,0.3101256242337532,0.7092884226264933,0.47772405552630204,2.2307453233883948e-05
y1070,0.17906879440902324,0.565035756400631,0.14301599791420647,0.09658125473656068,0.3449009786363998,0.00011486215048943915
y1071,2.5700554114837633e-06,0.6535888095455771,0.760970098059745,0.5031025082598766,5.31702708490158e-06,0.00034588665104021734
y1072,0.04974152602086255,0.3598375416750116,0.1960887952978947,0.8299488661185539,0.8229423252742838,0.0008213720481212242
y1073,0.0034923818283720954,0.40104613942997114,0.8887029890180815,0.3935055604076374,0.0033540799350110354,0.11461086959511867
y1074,3.1598595136890915e-07,0.9483682268829665,0.09435817717036751,0.4746508003013852,4.5726742676681764e-18,4.606393639625773e-06
y1075,0.07117954560422683,0.2532195511203522,0.46908073597793454,0.1406731682822022,0.38652338592507385,0.03901273527855988
y1076,2.03308545554091e-12,0.14028675941668833,0.8940518073927491,0.6019065880710218,0.26948422787278703,4.4284765460726364e-05
y1077,4.424090741061341e-06,0.525788162443666,0.5105296769674637,0.7080759589395913,0.5517131581783707,1.4437076277209654e-05
y1078,0.056706815254064645,0.3258225792237027,0.47224424838152546,0.1062436295994558,0.5650707821317047,6.77740359594879e-05
y1079,1.6835389069484665e-17,0.06205284029244129,0.6715928944800833,0.5741306312180475,2.023015563084705e-13,0.010959908181785565
y1080,0.00015715466495576076,0.5013215760309906,0.20186971483430372,0.37363872904219453,0.19355268996712105,1.1094677727150178e-05
y1081,3.609405285575755e-05,0.1961953339212419,0.9788566172414289,0.5338013674544544,0.019795009500912404,0.0002533160973065068
y1082,0.5202814137851068,0.4905707479834297,0.9345498894389185,0.3688481049252478,0.30981893131245397,0.00024247985596070906
y1083,0.44787995150719206,0.8380294733373849,0.23124714710055172,0.953865913042247,0.6052672472765033,0.00014282620412530951
y1084,0.9454168112882733,0.2793774970143358,0.7557920319747956,0.934938388827658,0.051285879406109375,0.9999967528620747
y1085,0.5110682561065852,0.566512270594494,0.6570890373997562,0.8632876365753415,0.4810243756378685,2.778882475578226e-06
y1086,0.31248399985945585,0.3042626927557891,0.26353917767639645,0.6456759763828883,0.009417010963898664,0.002702178111865786
y1087,0.3484272466609236,0.14409522690351656,0.6852888169075528,0.477370714570839,0.4209338474233002,0.00015499975978288796
y1088,0.015509729724734184,0.520500264355896,0.044234341676639026,0.08301213599257516,0.004350935403064087,0.9999960998554385
y1089,0.00010863099488208514,0.8418683083051683,0.8524189221085913,0.9297634407449343,0.001863623585686536,0.009794029253907216
y1090,0.0010773393297268598,0.4365693074461987,0.4368387497514674,0.5272915446836222,0.00042902267955789096,0.0009644889818053913
y1091,0.0011595960614021322,0.6110291820690872,0.8202843395970304,0.9940296684659993,0.1505612191168761,0.9999975680020362
y1092,9.155567169637452e-38,0.9372920798116066,0.041165827705673695,0.2946013229989579,0.00026475086561244876,0.03457098342263299
y1093,7.756192095584852e-07,0.6627120794275252,0.6264685968070075,0.24710674514959796,0.021134751428860708,0.00018720467929419127
y1094,1.0352666044135779e-06,0.7564152632784837,0.13046801678427988,0.9347614979972748,0.00016739130253850873,1.9214801909554767e-05
y1095,0.12801069369999543,0.622043630140415,0.29307158170583003,0.9358630574016316,0.019292333858633357,1.0831500248312743e-05
y1096,0.005264169523025887,0.11658839674270426,0.6711377221864607,0.3960041332069668,2.7442840985634814e-07,3.731797235209588e-06
y1097,2.5715608331315746e-40,0.5204459699392212,0.22766460502387065,0.855109446102973,2.258697814259695e-17,3.657677245719327e-05
y1098,2.9839939134499363e-15,0.1395434965020111,0.22730261440951582,0.6265465711782902,8.307501393814222e-09,0.00020232219362625298
y1099,0.610241926669524,0.5645310382779352,0.0404630512842414,0.13954657078565116,0.6004487428624576,0.0015036727249841738
y1100,1.4788255714877843e-09,0.7761959327338841,0.14443313700675942,0.7717568519404004,0.006509457978154169,0.016643909488825385
y1101,0.017662684111955932,0.49414127275317965,0.18700216021019034,0.9957257888824727,0.003427380086625422,0.00047169879041102916
y1102,1.022700267066392e-11,0.45586051553905416,0.08183460663728898,0.944711043738294,0.00034002213586609793,7.920146643379262e-06
y1103,1.6309087770234244e-06,0.17427878650395523,0.3873575421937866,0.9150359790079698,1.5046118648624488e-10,4.9965463471737016e-05
y1104,0.19042266367950367,0.05217275201679491,0.36544739533244486,0.5730916530557475,0.8187362322604218,0.005287856687771225
y1105,0.08403615717455953,0.9561262668426865,0.08629496972362186,0.19592749812705978,0.00571992350464263,6.123956711831027e-05
y1106,0.004954967343197877,0.26098239890826014,0.4658942810696577,0.4378542121875264,0.22826365353574507,0.0019635589252604067
y1107,4.9983064843569325e-11,0.9143094051114438,0.014501808757674905,0.627045892405752,0.13039633404788725,9.511557955811457e-05
y1108,0.8581503744911072,0.0902300404109289,0.9355948024691974,0.29675572804249106,0.1355337612265676,0.00022529681779527046
y1109,1.8004146770493728e-10,0.08833984639571146,0.8401042926541289,0.2632993974348423,0.6488908613430444,4.443770347231171e-05
y1110,4.671068722261007e-56,0.9027743936000756,0.3056150499640743,0.9868693075132702,0.719482448041419,6.530091645017328e-06
y1111,2.171051510941908e-05,0.538521044749326,0.15895362694317983,0.6331069001996781,0.16676858538203176,0.02469145351731696
y1112,6.790613735177223e-140,0.11610425903073542,0.7679034232015883,0.7313404520032109,0.012785646086622946,5.3908211401929165e-05
y1113,0.4819488423158069,0.8210014000292353,0.9851480721748117,0.7470014449745062,2.1407058218730647e-11,2.0095582412842238e-05
y1114,6.12351079563315e-59,0.30070037865124644,0.051361385992033944,0.7544702069934361,1.243325929085325e-14,2.1434226512829647e-05
y1115,0.172447029063724,0.2887131021718593,0.35945773144314286,0.30083919641663015,0.03931756680155513,0.0003115288634571998
y1116,2.2407412435163733e-05,0.47382772662075856,0.15433946984321661,0.6944865907313496,0.06337497212305811,0.003821295123585855
y1117,0.0559283614946241,0.07063019305909082,0.5382766076774852,0.5606103386508327,0.40247216016495235,0.9999940752783494
y1118,7.220722385763589e-36,0.04385446085748806,0.4368762254236981,0.17604471355812967,0.006244414348645129,3.995930686033827e-05
y1119,1.033762239498505e-15,0.08927046195005442,0.4633083837385732,0.8304038988890698,2.9342446210171115e-09,9.555786755115564e-05
y1120,2.7414455916056524e-05,0.32121286610989774,0.21908055002522997,0.74956747090922,0.8524852004040688,0.9999995013995837
y1121,2.1715822436983384e-07,0.6617878520847928,0.6170512611941812,0.6842606998868621,0.6680390457321275,8.380122384900481e-05
y1122,2.8457557335294274e-17,0.2449644691611954,0.6520111481533502,0.05180658156457948,3.55108026591635e-05,0.0003741951086579891
y1123,0.14220537233904065,0.8974043693999554,0.9668349089241893,0.9040109574544395,0.001717643136605465,3.465191203888028e-05
y1124,8.290226768636636e-15,0.8520221983535495,0.4417220712795633,0.7449451820465692,0.602688433815699,1.6566359191828468e-06
y1125,0.7520315013603387,0.7599909394870445,0.872499662595102,0.968413774982231,0.12085844270642702,0.00016180451406820693
y1126,0.37694307564469676,9.570205087980124e-05,0.9663987875110919,0.022348336773548798,0.008014239440418779,0.0003129664823439954
y1127,0.18616164672477498,0.005399560641132832,0.348044186623346,0.11597080363402526,0.19381394695684218,2.3717073244340404e-06
y1128,7.534353908997349e-17,0.44980756324618776,0.29813252062747897,0.9480808542841055,3.272971452863759e-13,4.049422608552025e-05
y1129,8.037635284161957e-05,0.2235585072704538,0.9507330706133562,0.2558957995393093,0.5448275026410876,4.845003734179773e-06
y1130,0.0031296079763712408,0.35655433558658556,0.10972148123161776,0.3801349824013851,0.00195822217819137,0.0014477480842602162
y1131,0.9164185879297393,0.5005820634093339,0.9144721327371832,0.9305685406457362,0.08648030343582792,9.3909328004242e-07
y1132,1.5460627912240863e-05,0.543917299831783,0.14190699417231928,0.6562142673624336,0.008987516416894603,0.0009241470048350007
y1133,5.780308640493627e-09,0.6993026665355458,0.4872959638318305,0.5511003600276583,3.944081416937458e-07,1.0399435234685303e-05
y1134,1.3315864016600666e-11,0.031724767012430016,0.36295097523143693,0.2169799079277891,3.756069553921157e-31,9.231789035123131e-06
y1135,1.875503722816139e-26,0.6869071609693463,0.3571870662829405,0.759826163905271,0.0822521157223456,0.9999911157650208
y1136,0.06198959504538847,0.20372968272248315,0.20666971561487324,0.20653693914137417,0.6111171694251847,5.799796785798228e-05
y1137,0.5040105435497746,0.7009467000756364,0.9565245413653334,0.9731940283800906,0.013505492242962798,4.707371480054723e-05
y1138,0.04231302584592206,0.8202959556437196,0.8303890378400345,0.03934112946991677,0.7333046697860128,1.7309832668227364e-05
y1139,1.0106697707265457e-08,0.8258975025405939,0.06980384182261024,0.17715226258156003,4.667788749788643e-07,1.754937543315353e-05
y1140,2.3809553058525577e-05,0.8853076487236375,0.7387724555178601,0.4561331244648953,2.885142075584222e-15,4.766011662898852e-05
y1141,0.048817492811802234,0.1051252584926701,0.3440684349267682,0.07604479765606019,0.3119413298875131,0.0004073367454398285
y1142,0.2432382936880182,0.9575358852384371,0.6134272420093843,0.9429592082105545,0.47968130829170263,0.00454779474682093
y1143,5.63852854438433e-06,0.3801379854256156,0.26850620484361776,0.15963292533421114,1.852706589714971e-10,2.1619880282417695e-06
y1144,0.0022819615123845344,0.476728000530269,0.24739198759498993,0.3186275025330907,0.01605764643720335,2.1909468364862376e-05
y1145,0.8871692539553787,0.073093475756903,0.6803151996529612,0.15906878682251313,0.011291541259894358,2.9580518898530075e-05
y1146,0.032429699359532056,0.9980145262580954,0.6888515145429738,0.3179016655500143,0.0011348445181542724,0.00043615802819191074
y1147,0.00024140308605544096,0.16137147390115247,0.25169174819969986,0.2534019808988709,0.0007113655461772727,1.821554420635828e-05
y1148,5.42958276492707e-13,0.26142667994749214,0.027823760382007342,0.9348810534056317,0.04185158207537848,1.6055101168719168e-06
y1149,0.005292771206693344,0.6227630462637523,0.9276713824709757,0.6813212518196001,0.03442001986551818,0.00022672303558523717
y1150,0.23017510188627344,0.5007200574490775,0.5374374048177473,0.9006573218907952,0.005385234379148052,0.0002707921543890275
y1151,0.203219526201328,0.38789672500031747,0.5742372307741729,0.8418920322189738,0.08122713468884467,0.9999881939343823
y1152,1.1507676027966904e-12,0.6211756035007729,0.20682344259492236,0.9761392995203512,0.16680485656689326,0.00012960748975748477
y1153,0.691283745941297,0.050070877647838664,0.7008492241140797,0.08021484012698965,0.0016982217667534446,1.518731797854309e-06
y1154,0.9259357168600639,0.5907378632897283,0.2109868517195007,0.5563921647700302,0.0018347165128060794,0.9999994009074405
y1155,0.3213841924315125,0.188715736797196,0.3833459814168856,0.14426382702387747,2.993649145693565e-06,0.0001474232198568658
y1156,0.4672091808137224,0.31143515377366526,0.6415972836768147,0.6831500718160366,0.4277966701678808,0.005980034724037752
y1157,0.08814057464986212,0.6844201869636075,0.7644077316999591,0.26570164005020347,0.06071420237214512,3.7359316646582286e-05
y1158,0.8386338340605294,0.5934795177475366,0.9415119717715865,0.6507580706881426,0.8123372986512378,0.0007127181598185903
y1159,3.900535203804438e-30,0.20673775205311806,0.011142508624147602,0.3386543319228956,0.1861553506979502,0.050109449589918635
y1160,0.16379263653192477,0.20276002437060647,0.13722135651273315,0.03358569910496597,0.01351710987617843,0.00037946795296583936
y1161,6.092392177781316e-31,0.3090743320706659,0.8893614761010833,0.3238471534704227,1.119189242546041e-06,8.393464256075227e-05
y1162,1.3496159249783215e-13,0.34694565730031823,0.2938034272663369,0.5482759725115705,0.02629557659884333,0.9999982041193345
y1163,0.003502947702179262,0.1733994620829592,0.18104810142719496,0.13797018600576896,0.25195827006027915,1.3628536849333525e-05
y1164,0.0028172705790412396,0.2823141664147435,0.30251383139611243,0.532602215777926,0.031049409860163527,4.643925757602426e-06
y1165,0.6320275289643034,0.016137925164479282,0.028666052638655848,0.007042480406275693,0.0008308858416482179,5.437220142878047e-06
y1166,5.409688126445101e-34,0.7363641082785103,0.2059585569404474,0.9666880346627058,1.694153293841219e-08,4.103280350711156e-06
y1167,0.010459537035833119,0.8848232861046823,0.5425858042205854,0.5927831321828512,0.09330384629061866,0.00019741983763235164
y1168,5.149240389272684e-29,0.9003160450294909,0.2990658128708453,0.6494679827002694,2.96246555676909e-10,0.0001564743003131102
y1169,0.08330384124223442,0.03399188125642362,0.11072780298908387,0.00657298427238553,0.09117120469219503,7.058232561902477e-05
y1170,9.114286223967736e-08,0.5529491601763448,0.296642231034414,0.28630981676250244,0.0006678183240071469,7.880183374729007e-05
y1171,0.8035816676255054,0.6365292306261419,0.27910181499877895,0.2944785524383686,0.06745641559689831,0.0006225651679348235
y1172,0.3588910723208034,0.8419520048855273,0.8015973057545484,0.9880537116858781,0.9730523236237032,0.0005643794936144114
y1173,2.305420881813427e-05,0.9528369737790992,0.924719759008391,0.49082066201137475,0.7863916087855441,0.14597762112497176
y1174,0.32294133783032375,0.17238389251705788,0.4574433353545828,0.9275095870257979,3.2848917454389127e-06,0.00021482270580690515
y1175,0.6851265487390789,0.4577814955051873,0.8309125269217097,0.365987651384619,0.31775942574151805,
y1176,5.940055060293288e-07,0.1262234378154363,0.1329820492064999,0.48837431960571787,5.674552506731695e-11,1.3530218437021632e-05
y1177,0.4778677783606827,0.6636643071797405,0.7783734057700054,0.21778217049343396,3.741927872022474e-18,1.396210110643853e-05
y1178,4.1508407478684376e-08,0.27055350428145253,0.9035017894565296,0.10303891014534053,0.03439436729097862,8.156194892384595e-05
y1179,1.6477961229117276e-09,0.682455182702018,0.7111709298906916,0.44315242318165315,2.8526720652765744e-18,1.1890526987827652e-05
y1180,7.00789164108872e-47,0.15805375234076213,0.6125143772349589,0.9358229312823554,0.002008526033005203,7.30915617364107e-05
y1181,1.8109331399021442e-08,0.7915141025535944,0.613996175309789,0.5519504833741435,4.3257263353942394e-08,1.583524301443609e-05
y1182,2.8634213620994145e-05,0.8043297556769182,0.799317319832547,0.7227857191257402,0.0002624297412681391,0.9999982711823057
y1183,2.923195156097896e-09,0.42077361094835497,0.8897949400265803,0.8990196054787856,9.432882227241966e-05,0.00013634668887082434
y1184,0.00010347601400450384,0.19442541852907613,0.9607872486418731,0.15258358630116542,2.97813053891754e-06,0.00018628130671975688
y1185,0.000646055919470319,0.49081917444837486,0.8136832859552144,0.5247410615935344,0.004890636777577369,4.309401077966065e-05
y1186,0.00030694517514101344,0.31223102859229734,0.8891228942539712,0.5069499860809784,0.9179141576821659,5.053047395110155e-05
y1187,0.3594069845895821,0.2108044128165183,0.7567981645384023,0.5570633269259155,0.40913986637526323,1.1707732148798077e-05
